"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_MM_DD_YYYY","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,101005 ,2010-10-05,244741 ,CME ,00 ,244 ,   30517,       0,    1535,       0,   21514,   17299,    3758,    1841,    5341,       0,       0,     220,       0,   27113,   28153,    3404,    2364,   -2182,       0,    -896,       0,   -2556,    -596,     -73,      12,    -382,       0,       0,     -50,       0,   -2617,   -1997,     435,    -185,  100.0,    0.0,    5.0,    0.0,   70.5,   56.7,   12.3,    6.0,   17.5,    0.0,    0.0,    0.7,    0.0,   88.8,   92.3,   11.2,    7.7,     43,      0,      .,      0,     17,     14,      8,      .,      6,      0,      0,      .,      0,     22,     29,    54.0,    43.3,    70.3,    61.9,    47.8,    41.0,    61.8,    57.2,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100928 ,2010-09-28,244741 ,CME ,00 ,244 ,   32699,       0,    2431,       0,   24070,   17895,    3831,    1829,    5723,       0,       0,     270,       0,   29730,   30150,    2969,    2549,    2007,       0,     782,       0,    1307,   -1594,    1139,     -49,     996,       0,       0,     -48,       0,    2397,    1275,    -390,     732,  100.0,    0.0,    7.4,    0.0,   73.6,   54.7,   11.7,    5.6,   17.5,    0.0,    0.0,    0.8,    0.0,   90.9,   92.2,    9.1,    7.8,     46,      0,      .,      0,     20,     13,      8,      .,      7,      0,      0,      .,      0,     24,     30,    50.8,    44.9,    66.7,    65.1,    45.2,    43.7,    58.6,    60.7,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100921 ,2010-09-21,244741 ,CME ,00 ,244 ,   30692,       0,    1649,       0,   22763,   19489,    2692,    1878,    4727,       0,       0,     318,       0,   27333,   28875,    3359,    1817,   -2129,       0,   -1052,       0,      98,    -141,     -55,     290,    1717,   -1926,       0,     -10,       0,   -1593,   -1467,    -536,    -662,  100.0,    0.0,    5.4,    0.0,   74.2,   63.5,    8.8,    6.1,   15.4,    0.0,    0.0,    1.0,    0.0,   89.1,   94.1,   10.9,    5.9,     43,      0,      .,      0,     18,     14,      8,      4,      4,      0,      0,      .,      0,     24,     27,    50.1,    47.7,    65.3,    66.6,    47.0,    45.5,    60.6,    62.5,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100914 ,2010-09-14,244741 ,CME ,00 ,244 ,   32821,       0,    2701,       0,   22665,   19630,    2747,    1588,    3010,    1926,       0,     328,       0,   28926,   30342,    3895,    2479,     848,       0,    1198,       0,    -155,   -2794,    -166,   -1380,     557,    1926,       0,      27,       0,     225,     748,     623,     100,  100.0,    0.0,    8.2,    0.0,   69.1,   59.8,    8.4,    4.8,    9.2,    5.9,    0.0,    1.0,    0.0,   88.1,   92.4,   11.9,    7.6,     43,      0,      .,      0,     17,     14,      7,      6,      .,      5,      0,      .,      0,     26,     29,    47.6,    42.5,    61.9,    63.6,    44.6,    40.7,    57.7,    56.9,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100907 ,2010-09-07,244741 ,CME ,00 ,244 ,   31973,       0,    1503,       0,   22820,   22424,    2913,    2968,    2453,       0,       0,     301,       0,   28701,   29594,    3272,    2379,   -2777,   -1527,    1142,       0,     229,   -5846,     194,   -1673,     862,       0,       0,     301,       0,   -2777,   -3347,       0,     570,  100.0,    0.0,    4.7,    0.0,   71.4,   70.1,    9.1,    9.3,    7.7,    0.0,    0.0,    0.9,    0.0,   89.8,   92.6,   10.2,    7.4,     43,      0,      .,      0,     17,     14,      7,      4,      5,      0,      0,      .,      0,     23,     27,    49.4,    51.2,    65.8,    67.0,    46.5,    48.2,    61.4,    62.6,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100831 ,2010-08-31,244741 ,CME ,00 ,244 ,   34750,    1527,     361,       0,   22591,   28270,    2719,    4641,    1591,       0,       0,       0,       0,   31478,   32941,    3272,    1809,     -68,     385,       0,       0,    -329,     134,    -192,     389,     -62,       0,       0,       0,       0,     253,    -120,    -321,      52,  100.0,    4.4,    1.0,    0.0,   65.0,   81.4,    7.8,   13.4,    4.6,    0.0,    0.0,    0.0,    0.0,   90.6,   94.8,    9.4,    5.2,     41,      .,      .,      0,     17,     13,      7,      7,      .,      0,      0,      0,      0,     27,     21,    47.0,    66.0,    63.2,    80.2,    44.8,    63.3,    59.5,    75.9,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100824 ,2010-08-24,244741 ,CME ,00 ,244 ,   34818,    1142,     361,       0,   22920,   28136,    2911,    4252,    1653,       0,       0,       0,       0,   31225,   33061,    3593,    1757,      56,    -674,       0,       0,     827,     -76,     138,    -638,       0,       0,       0,       0,       0,    -347,      62,     403,      -6,  100.0,    3.3,    1.0,    0.0,   65.8,   80.8,    8.4,   12.2,    4.7,    0.0,    0.0,    0.0,    0.0,   89.7,   95.0,   10.3,    5.0,     41,      .,      .,      0,     16,     13,      7,      8,      .,      0,      0,      0,      0,     27,     21,    49.3,    66.3,    63.3,    80.5,    46.6,    63.5,    59.1,    76.1,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100817 ,2010-08-17,244741 ,CME ,00 ,244 ,   34762,    1816,     361,       0,   22093,   28212,    2773,    4890,    1653,       0,       0,       0,       0,   31572,   32999,    3190,    1763,    4253,    1563,       0,       0,     126,    5021,      20,    2716,    -417,       0,       0,       0,       0,    4425,    4624,    -172,    -371,  100.0,    5.2,    1.0,    0.0,   63.6,   81.2,    8.0,   14.1,    4.8,    0.0,    0.0,    0.0,    0.0,   90.8,   94.9,    9.2,    5.1,     43,      .,      .,      0,     17,     13,      7,      9,      .,      0,      0,      0,      0,     29,     21,    48.1,    66.7,    63.3,    81.1,    46.0,    64.1,    59.5,    76.6,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100810 ,2010-08-10,244741 ,CME ,00 ,244 ,   30509,     253,     361,       0,   21967,   23191,    2753,    2174,    2070,       0,       0,       0,       0,   27147,   28375,    3362,    2134,    -806,     253,       0,       0,     307,    -152,    -498,    -665,     -11,       0,       0,       0,       0,    -603,    -661,    -203,    -145,  100.0,    0.8,    1.2,    0.0,   72.0,   76.0,    9.0,    7.1,    6.8,    0.0,    0.0,    0.0,    0.0,   89.0,   93.0,   11.0,    7.0,     38,      .,      .,      0,     16,     13,      7,      4,      .,      0,      0,      0,      0,     23,     22,    53.6,    60.5,    68.4,    76.6,    51.1,    57.6,    62.9,    71.7,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100803 ,2010-08-03,244741 ,CME ,00 ,244 ,   31315,       0,     361,       0,   21660,   23343,    3251,    2839,    2081,       0,       0,       0,       0,   27750,   29036,    3565,    2279,   -2213,       0,    -669,       0,   -3918,    -596,    -185,    1387,     -70,       0,       0,    -265,       0,   -2716,   -1785,     503,    -428,  100.0,    0.0,    1.2,    0.0,   69.2,   74.5,   10.4,    9.1,    6.6,    0.0,    0.0,    0.0,    0.0,   88.6,   92.7,   11.4,    7.3,     39,      0,      .,      0,     17,     12,      8,      6,      .,      0,      0,      0,      0,     25,     22,    52.8,    59.8,    66.5,    75.6,    50.0,    57.0,    60.2,    71.0,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100727 ,2010-07-27,244741 ,CME ,00 ,244 ,   33528,       0,    1030,       0,   25578,   23939,    3436,    1452,    2151,       0,       0,     265,       0,   30466,   30821,    3062,    2707,   -2416,    -254,     392,       0,       7,   -3761,     111,   -1890,    -168,       0,       0,     265,       0,   -2026,   -3161,    -390,     745,  100.0,    0.0,    3.1,    0.0,   76.3,   71.4,   10.2,    4.3,    6.4,    0.0,    0.0,    0.8,    0.0,   90.9,   91.9,    9.1,    8.1,     39,      0,      .,      0,     16,     14,      9,      .,      .,      0,      0,      .,      0,     22,     26,    61.0,    54.6,    73.3,    70.3,    58.6,    52.0,    69.0,    66.0,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EAFE - CHICAGO MERCANTILE EXCHANGE" ,100720 ,2010-07-20,244741 ,CME ,00 ,244 ,   35944,     254,     638,       0,   25571,   27700,    3325,    3342,    2319,       0,       0,       0,       0,   32492,   33982,    3452,    1962,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,  100.0,    0.7,    1.8,    0.0,   71.1,   77.1,    9.3,    9.3,    6.5,    0.0,    0.0,    0.0,    0.0,   90.4,   94.5,    9.6,    5.5,     43,      .,      .,      0,     16,     14,      9,      7,      .,      0,      0,      0,      0,     27,     25,    56.4,    61.4,    68.0,    76.1,    54.4,    58.9,    64.4,    72.4,"(MSCI EAFE INDEX X $50)" ,"244741" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101228 ,2010-12-28,244742 ,CME ,00 ,244 ,   37890,    4497,   16158,     236,   15002,    5429,     664,    5616,   14007,       0,    4917,       0,       0,   30932,   36494,    6958,    1396,    -428,     427,     -25,      15,    -905,      -2,      -5,     228,      39,       0,      12,       0,       0,    -228,      22,    -200,    -450,  100.0,   11.9,   42.6,    0.6,   39.6,   14.3,    1.8,   14.8,   37.0,    0.0,   13.0,    0.0,    0.0,   81.6,   96.3,   18.4,    3.7,     51,      6,      7,      .,     13,      8,      5,      7,      4,      0,      6,      0,      0,     37,     21,    32.8,    58.4,    48.9,    76.4,    31.7,    58.4,    47.8,    75.9,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101221 ,2010-12-21,244742 ,CME ,00 ,244 ,   38318,    4070,   16183,     221,   15907,    5431,     669,    5388,   13968,       0,    4905,       0,       0,   31160,   36472,    7158,    1846,   -8313,     195,    2603,   -3390,     292,     223,    -100,     242,   -2315,    -262,    -587,       0,       0,   -3610,   -3241,   -4703,   -5072,  100.0,   10.6,   42.2,    0.6,   41.5,   14.2,    1.7,   14.1,   36.5,    0.0,   12.8,    0.0,    0.0,   81.3,   95.2,   18.7,    4.8,     49,      4,      7,      .,     13,      8,      5,      7,      4,      0,      6,      0,      0,     35,     21,    32.4,    57.9,    48.5,    75.6,    31.3,    57.9,    47.4,    75.1,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101214 ,2010-12-14,244742 ,CME ,00 ,244 ,   46631,    3875,   13580,    3611,   15615,    5208,     769,    5146,   16283,     262,    5492,       0,       0,   34770,   39713,   11861,    6918,    7147,    1588,    -406,    2944,    -350,    -285,     127,   -2842,    -616,     243,     886,       0,     -10,    2586,    1997,    4561,    5150,  100.0,    8.3,   29.1,    7.7,   33.5,   11.2,    1.6,   11.0,   34.9,    0.6,   11.8,    0.0,    0.0,   74.6,   85.2,   25.4,   14.8,     49,      5,      6,      .,     13,      7,      5,      7,      4,      .,      7,      0,      0,     36,     21,    31.0,    52.6,    44.7,    69.6,    25.9,    50.1,    38.9,    65.1,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101207 ,2010-12-07,244742 ,CME ,00 ,244 ,   39484,    2287,   13986,     667,   15965,    5493,     642,    7988,   16899,      19,    4606,       0,      10,   32184,   37716,    7300,    1768,    1972,    -748,      59,     550,     453,      35,      12,     802,    1362,       0,     219,       0,      10,    1298,    2028,     674,     -56,  100.0,    5.8,   35.4,    1.7,   40.4,   13.9,    1.6,   20.2,   42.8,    0.0,   11.7,    0.0,    0.0,   81.5,   95.5,   18.5,    4.5,     53,      4,      6,      .,     13,      8,      5,     11,      4,      .,      7,      0,      .,     40,     22,    31.8,    61.9,    46.1,    79.6,    30.8,    61.9,    45.1,    79.6,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101130 ,2010-11-30,244742 ,CME ,00 ,244 ,   37512,    3035,   13927,     117,   15512,    5458,     630,    7186,   15537,      19,    4387,       0,       0,   30886,   35688,    6626,    1824,     296,     372,     508,     -20,     633,    -233,     -61,     144,    -464,      11,      36,       0,       0,    1115,    -259,    -819,     555,  100.0,    8.1,   37.1,    0.3,   41.4,   14.6,    1.7,   19.2,   41.4,    0.1,   11.7,    0.0,    0.0,   82.3,   95.1,   17.7,    4.9,     51,      5,      7,      .,     13,      7,      4,     10,      .,      .,      6,      0,      0,     38,     20,    31.1,    63.8,    45.8,    80.7,    30.0,    63.8,    44.7,    80.7,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101123 ,2010-11-23,244742 ,CME ,00 ,244 ,   37216,    2663,   13419,     137,   14879,    5691,     691,    7042,   16001,       8,    4351,       0,       0,   29771,   35947,    7445,    1269,    -485,    -177,     113,      20,     -15,     -12,     -24,     122,    -305,       8,     215,       0,       0,     149,    -200,    -634,    -285,  100.0,    7.2,   36.1,    0.4,   40.0,   15.3,    1.9,   18.9,   43.0,    0.0,   11.7,    0.0,    0.0,   80.0,   96.6,   20.0,    3.4,     52,      5,      6,      .,     12,      8,      4,     11,      4,      .,      6,      0,      0,     37,     22,    30.1,    64.3,    44.3,    81.5,    28.9,    64.3,    43.1,    81.5,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101116 ,2010-11-16,244742 ,CME ,00 ,244 ,   37701,    2840,   13306,     117,   14894,    5703,     715,    6920,   16306,       0,    4136,       0,       0,   29622,   36147,    8079,    1554,    1655,     240,    1287,       0,   -1395,     619,     -81,    2281,    -380,       0,     569,       0,       0,    1614,    1445,      41,     210,  100.0,    7.5,   35.3,    0.3,   39.5,   15.1,    1.9,   18.4,   43.3,    0.0,   11.0,    0.0,    0.0,   78.6,   95.9,   21.4,    4.1,     52,      6,      6,      .,     12,      8,      5,     10,      4,      0,      6,      0,      0,     38,     21,    29.7,    63.8,    43.7,    80.7,    28.5,    63.8,    42.5,    80.7,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101109 ,2010-11-09,244742 ,CME ,00 ,244 ,   36046,    2600,   12019,     117,   16289,    5084,     796,    4639,   16686,       0,    3567,       0,       0,   28008,   34702,    8038,    1344,    1443,    -414,     218,      37,    1013,       8,      89,     277,    1953,       0,      30,       0,       0,    1032,    2305,     411,    -862,  100.0,    7.2,   33.3,    0.3,   45.2,   14.1,    2.2,   12.9,   46.3,    0.0,    9.9,    0.0,    0.0,   77.7,   96.3,   22.3,    3.7,     49,      5,      5,      .,     13,      7,      5,      8,      6,      0,      5,      0,      0,     35,     21,    28.1,    66.2,    42.6,    83.6,    26.7,    66.2,    41.3,    83.6,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101102 ,2010-11-02,244742 ,CME ,00 ,244 ,   34603,    3014,   11801,      80,   15276,    5076,     707,    4362,   14733,       0,    3537,       0,       0,   26976,   32397,    7627,    2206,     342,     131,     107,       0,    -586,      85,     -43,     503,     170,       0,     232,       0,       0,     237,     319,     105,      23,  100.0,    8.7,   34.1,    0.2,   44.1,   14.7,    2.0,   12.6,   42.6,    0.0,   10.2,    0.0,    0.0,   78.0,   93.6,   22.0,    6.4,     43,      5,      4,      .,     11,      6,      4,      8,      4,      0,      5,      0,      0,     31,     17,    28.7,    65.8,    43.2,    83.2,    27.3,    65.8,    41.7,    83.2,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101026 ,2010-10-26,244742 ,CME ,00 ,244 ,   34261,    2883,   11694,      80,   15862,    4991,     750,    3859,   14563,       0,    3305,       0,       0,   26739,   32078,    7522,    2183,    1174,      91,    -272,       0,     478,      15,      14,    -117,     441,       0,      40,       0,       0,     506,     198,     668,     976,  100.0,    8.4,   34.1,    0.2,   46.3,   14.6,    2.2,   11.3,   42.5,    0.0,    9.6,    0.0,    0.0,   78.0,   93.6,   22.0,    6.4,     43,      5,      4,      .,     12,      6,      5,      7,      4,      0,      5,      0,      0,     31,     18,    29.6,    65.8,    44.0,    83.2,    28.3,    65.8,    42.7,    83.2,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101019 ,2010-10-19,244742 ,CME ,00 ,244 ,   33087,    2792,   11966,      80,   15384,    4976,     736,    3976,   14122,       0,    3265,       0,       0,   26233,   31880,    6854,    1207,    2314,     298,     903,      30,    1168,     638,      -4,     285,    1501,       0,     141,       0,       0,    1918,    3068,     396,    -754,  100.0,    8.4,   36.2,    0.2,   46.5,   15.0,    2.2,   12.0,   42.7,    0.0,    9.9,    0.0,    0.0,   79.3,   96.4,   20.7,    3.6,     44,      5,      5,      .,     12,      6,      4,      8,      .,      0,      5,      0,      0,     32,     17,    31.4,    68.3,    45.3,    86.3,    30.1,    68.3,    44.0,    86.3,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101012 ,2010-10-12,244742 ,CME ,00 ,244 ,   30773,    2494,   11063,      50,   14216,    4338,     740,    3691,   12621,       0,    3124,       0,       0,   24315,   28812,    6458,    1961,     246,     543,     -65,      50,    -204,    -101,      39,    -148,     417,       0,       0,       0,       0,     280,     340,     -34,     -94,  100.0,    8.1,   36.0,    0.2,   46.2,   14.1,    2.4,   12.0,   41.0,    0.0,   10.2,    0.0,    0.0,   79.0,   93.6,   21.0,    6.4,     43,      6,      5,      .,     11,      5,      4,      7,      4,      0,      5,      0,      0,     31,     17,    30.7,    67.8,    43.9,    84.7,    29.2,    67.8,    42.4,    84.7,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,101005 ,2010-10-05,244742 ,CME ,00 ,244 ,   30527,    1951,   11128,       0,   14420,    4439,     701,    3839,   12204,       0,    3124,       0,       0,   24035,   28472,    6492,    2055,    1246,    -465,       9,       0,    2429,      37,      13,   -1030,    1390,       0,     267,    -225,       0,    1214,    1224,      32,      22,  100.0,    6.4,   36.5,    0.0,   47.2,   14.5,    2.3,   12.6,   40.0,    0.0,   10.2,    0.0,    0.0,   78.7,   93.3,   21.3,    6.7,     40,      4,      5,      0,     11,      5,      4,      7,      .,      0,      5,      0,      0,     29,     15,    31.4,    67.7,    45.3,    85.1,    29.9,    67.7,    43.8,    85.1,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,100928 ,2010-09-28,244742 ,CME ,00 ,244 ,   29281,    2416,   11119,       0,   11991,    4402,     688,    4869,   10814,       0,    2857,     225,       0,   22821,   27248,    6460,    2033,     894,     164,     123,       0,    -688,    1123,     -68,     142,    -664,       0,     265,       0,       0,    -185,     514,    1079,     380,  100.0,    8.3,   38.0,    0.0,   41.0,   15.0,    2.3,   16.6,   36.9,    0.0,    9.8,    0.8,    0.0,   77.9,   93.1,   22.1,    6.9,     43,      4,      5,      0,     11,      4,      4,      9,      4,      0,      5,      .,      0,     30,     17,    29.8,    65.4,    44.3,    83.5,    28.8,    65.4,    43.0,    83.5,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,100921 ,2010-09-21,244742 ,CME ,00 ,244 ,   28387,    2252,   10996,       0,   12679,    3279,     756,    4727,   11478,       0,    2592,     225,       0,   23006,   26734,    5381,    1653,    -465,    1807,     184,   -1277,    -464,     406,      34,     227,    1299,    -313,      35,    -204,       0,      49,     129,    -514,    -594,  100.0,    7.9,   38.7,    0.0,   44.7,   11.6,    2.7,   16.7,   40.4,    0.0,    9.1,    0.8,    0.0,   81.0,   94.2,   19.0,    5.8,     41,      .,      5,      0,     11,      4,      5,      9,      .,      0,      5,      .,      0,     30,     16,    32.9,    69.2,    49.5,    87.3,    31.9,    69.2,    48.2,    87.3,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
"E-MINI MSCI EMERGING MARKETS - CHICAGO MERCANTILE EXCHANGE" ,100914 ,2010-09-14,244742 ,CME ,00 ,244 ,   28852,     445,   10812,    1277,   13143,    2873,     722,    4500,   10179,     313,    2557,     429,       0,   22957,   26605,    5895,    2247,    2383,    -551,     979,    1026,    -122,     493,      16,     678,   -1009,     313,     527,     225,       0,    1887,    2043,     496,     340,  100.0,    1.5,   37.5,    4.4,   45.6,   10.0,    2.5,   15.6,   35.3,    1.1,    8.9,    1.5,    0.0,   79.6,   92.2,   20.4,    7.8,     47,      .,      7,      .,     13,      4,      5,      9,      4,      .,      6,      .,      0,     36,     21,    31.2,    63.2,    44.3,    80.7,    30.2,    61.4,    43.0,    76.8,"(MSCI INDEX X $50)" ,"244742" ,"CME" ,"244" ,"F20" ,"Combined"
